mesor,amplitude,acrophase,p_rhythm,n,IS,IV,RA,bin_h,span_h,dataset,subject_id,condition,variable,species,gravity
36.856866657377694,0.3097864665710123,18.826114509329827,0.0,305,0.9177605854749195,0.2517944805062587,0.007542895635333535,0.09999999999999998,31.9,hdbr_Cocktail,Cocktail_Cocktail10,baseline,tb_core,human,HDT
36.75058628461697,0.5071540082177222,19.27970171771245,0.0,311,0.8897918397352854,0.10306004660013536,0.014166149437701494,0.09999999999999998,31.9,hdbr_Cocktail,Cocktail_Cocktail10,treatment,tb_core,human,HDT
37.08004304034199,0.6785178164076571,19.180851513150916,0.0,311,0.9818151846550762,0.04201665951382837,0.01565979785953,0.09999999999999998,31.9,hdbr_Cocktail,Cocktail_Cocktail3,baseline,tb_core,human,HDT
37.10541756021221,0.6106708929598342,18.658953553872188,0.0,294,0.9746381561021682,0.04625264412239188,0.015826528043568332,0.1,31.9,hdbr_Cocktail,Cocktail_Cocktail3,treatment,tb_core,human,HDT
37.004493876056635,0.4481010501901957,16.871700915819986,0.0,320,0.9766829358286038,0.07740024695913517,0.011760302469772064,0.09999999999999987,31.9,hdbr_Cocktail,Cocktail_Cocktail4,baseline,tb_core,human,HDT
36.914362983179544,0.55507934774776,16.89094047354331,0.0,320,0.9815451944435495,0.04108475900245077,0.013467029629096018,0.09999999999999987,31.9,hdbr_Cocktail,Cocktail_Cocktail4,treatment,tb_core,human,HDT
36.60207063584316,0.5702086343829422,16.386832592713976,0.0,264,0.8240206505556205,0.15127621827989524,0.016462728415885496,0.10000000000000009,31.7,hdbr_Cocktail,Cocktail_Cocktail5,baseline,tb_core,human,HDT
36.92561000946646,0.45964340272206083,17.089971179034585,0.0,286,0.9674940556629615,0.0750026085806801,0.012245141710845278,0.10000000000000009,31.799999999999997,hdbr_Cocktail,Cocktail_Cocktail5,treatment,tb_core,human,HDT
36.84588193537318,0.5953959538011809,17.542212123471852,0.0,314,0.9632499088030585,0.05142268313577372,0.014556254938826726,0.09999999999999987,31.9,hdbr_Cocktail,Cocktail_Cocktail6,baseline,tb_core,human,HDT
36.77193024216509,0.6434287791691744,17.81677542033733,0.0,316,0.9560695418314282,0.05191351776748114,0.016361379005150535,0.09999999999999998,31.9,hdbr_Cocktail,Cocktail_Cocktail6,treatment,tb_core,human,HDT
36.744518522730324,0.3332634301956187,18.100539310045562,0.0,320,0.9063330259815521,0.19715603615162536,0.008328539765710463,0.09999999999999987,31.9,hdbr_Cocktail,Cocktail_Cocktail8,baseline,tb_core,human,HDT
36.88622109095505,0.3063920160915808,18.653965841777143,0.0,320,0.9182557765397273,0.1834696913460184,0.008042268794964263,0.09999999999999987,31.9,hdbr_Cocktail,Cocktail_Cocktail8,treatment,tb_core,human,HDT
36.89962775342526,0.3742491098277653,18.20748490072725,0.0,320,0.8423071048550528,0.3510359976092619,0.009914383189552099,0.09999999999999987,31.9,hdbr_Cocktail,Cocktail_Cocktail9,baseline,tb_core,human,HDT
36.80151239716983,0.41084704762711444,18.953327173669244,0.0,320,0.9314537188945881,0.2964889920934663,0.010178217444602128,0.09999999999999987,31.9,hdbr_Cocktail,Cocktail_Cocktail9,treatment,tb_core,human,HDT
0.39107292043477343,0.2742065652554706,9.897300006857392,0.0005409023368513344,36,0.8413879687009508,1.7447388283995224,0.785541941310472,2.0,70.0,helissen2020,2020_1010038,baseline,activity,mouse,1G
112.85208065415128,3.021104495565131,11.199016801971801,0.08918624286132504,36,0.7578720440207917,2.1514535177076275,0.06043339764009146,2.0,70.0,helissen2020,2020_1010038,baseline,bp_mean,mouse,1G
565.2104451783614,18.440129949380978,2.173322540461973,0.05156869251608032,36,0.39897747232052677,0.8013865547785349,0.0922281672259001,2.0,70.0,helissen2020,2020_1010038,baseline,hr,mouse,1G
34.08959304489542,0.766475757882361,10.023756608974622,0.00015320993953060746,36,0.7528957086538517,1.534732800684752,0.02754591599932225,2.0,70.0,helissen2020,2020_1010038,baseline,tb_sub,mouse,1G
0.23025828997414904,0.038534340877967005,11.253712782526751,0.6751907667827823,35,0.444324213548433,1.538127372135378,0.8447111455241536,2.0,68.0,helissen2020,2020_1010038,recovery,activity,mouse,1G
115.56308897797979,3.0925089713784253,14.209686516392143,0.11100009036764935,35,0.4488035834724705,0.9192635313019082,0.07631798498271827,2.0,68.0,helissen2020,2020_1010038,recovery,bp_mean,mouse,1G
469.40631114552286,86.94018088523451,4.043443132300987,0.08790825837116778,35,0.15506494247739439,0.12596354862049153,0.7718952407772458,2.0,68.0,helissen2020,2020_1010038,recovery,hr,mouse,1G
33.3202392882773,0.34712726314076836,8.14481516046647,0.3230241164671154,35,0.39470014560987077,0.9839935446843172,0.038460666498397245,2.0,68.0,helissen2020,2020_1010038,recovery,tb_sub,mouse,1G
0.06589058036903472,0.012213501550503951,20.179997824080203,0.2881415224000696,60,0.2749347131648241,1.1956783593647646,0.7420400943396226,2.0,118.0,helissen2020,2020_1010038,treatment,activity,mouse,HLU
119.91403212252163,2.534355576614631,18.350868598908377,0.048611392685190546,60,0.5351172481619257,1.2156652584501904,0.07866247636524226,2.0,118.0,helissen2020,2020_1010038,treatment,bp_mean,mouse,HLU
