variable,dataset,n_animals,n_days_treat,true_dphi,power,sd_base,sd_treat
tb_sub,helissen2020,16,10,1.0,0.735,0.29008815682880784,4.516313020920767
tb_sub,helissen2020,16,10,2.0,0.9995,0.29008815682880784,4.516313020920767
tb_sub,helissen2020,16,10,3.0,1.0,0.29008815682880784,4.516313020920767
tb_sub,helissen2020,16,14,1.0,0.865,0.29008815682880784,4.516313020920767
tb_sub,helissen2020,16,14,2.0,1.0,0.29008815682880784,4.516313020920767
tb_sub,helissen2020,16,14,3.0,1.0,0.29008815682880784,4.516313020920767
tb_sub,helissen2020,16,21,1.0,0.9625,0.29008815682880784,4.516313020920767
tb_sub,helissen2020,16,21,2.0,1.0,0.29008815682880784,4.516313020920767
tb_sub,helissen2020,16,21,3.0,1.0,0.29008815682880784,4.516313020920767
tb_sub,helissen2021,4,5,1.0,0.146,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,4,5,2.0,0.36,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,4,5,3.0,0.6875,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,4,7,1.0,0.1635,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,4,7,2.0,0.478,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,4,7,3.0,0.79,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,4,10,1.0,0.2165,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,4,10,2.0,0.6035,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,4,10,3.0,0.912,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,4,14,1.0,0.2825,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,4,14,2.0,0.745,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,4,14,3.0,0.958,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,4,21,1.0,0.381,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,4,21,2.0,0.8785,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,4,21,3.0,0.9935,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,6,5,1.0,0.219,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,6,5,2.0,0.6205,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,6,5,3.0,0.926,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,6,7,1.0,0.285,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,6,7,2.0,0.7765,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,6,7,3.0,0.982,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,6,10,1.0,0.3955,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,6,10,2.0,0.8885,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,6,10,3.0,0.998,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,6,14,1.0,0.511,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,6,14,2.0,0.9705,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,6,14,3.0,0.9995,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,6,21,1.0,0.66,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,6,21,2.0,0.9945,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,6,21,3.0,1.0,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,8,5,1.0,0.3375,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,8,5,2.0,0.822,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,8,5,3.0,0.9885,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,8,7,1.0,0.407,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,8,7,2.0,0.925,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,8,7,3.0,0.999,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,8,10,1.0,0.5315,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,8,10,2.0,0.977,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,8,10,3.0,1.0,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,8,14,1.0,0.659,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,8,14,2.0,0.997,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,8,14,3.0,1.0,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,8,21,1.0,0.8295,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,8,21,2.0,0.9995,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,8,21,3.0,1.0,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,10,5,1.0,0.3935,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,10,5,2.0,0.912,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,10,5,3.0,0.9995,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,10,7,1.0,0.5115,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,10,7,2.0,0.977,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,10,7,3.0,1.0,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,10,10,1.0,0.6495,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,10,10,2.0,0.9975,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,10,10,3.0,1.0,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,10,14,1.0,0.7865,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,10,14,2.0,0.9995,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,10,14,3.0,1.0,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,10,21,1.0,0.922,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,10,21,2.0,1.0,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,10,21,3.0,1.0,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,12,5,1.0,0.4665,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,12,5,2.0,0.9665,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,12,5,3.0,1.0,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,12,7,1.0,0.6015,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,12,7,2.0,0.9915,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,12,7,3.0,1.0,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,12,10,1.0,0.751,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,12,10,2.0,0.9995,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,12,10,3.0,1.0,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,12,14,1.0,0.869,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,12,14,2.0,1.0,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,12,14,3.0,1.0,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,12,21,1.0,0.967,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,12,21,2.0,1.0,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,12,21,3.0,1.0,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,16,5,1.0,0.5905,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,16,5,2.0,0.9915,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,16,5,3.0,1.0,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,16,7,1.0,0.738,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,16,7,2.0,0.9995,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,16,7,3.0,1.0,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,16,10,1.0,0.863,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,16,10,2.0,1.0,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,16,10,3.0,1.0,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,16,14,1.0,0.966,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,16,14,2.0,1.0,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,16,14,3.0,1.0,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,16,21,1.0,0.995,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,16,21,2.0,1.0,0.23776570741145822,3.7682467888597326
tb_sub,helissen2021,16,21,3.0,1.0,0.23776570741145822,3.7682467888597326
tb_core,helissen2022,4,5,1.0,0.2035,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,4,5,2.0,0.5955,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,4,5,3.0,0.866,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,4,7,1.0,0.28,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,4,7,2.0,0.708,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,4,7,3.0,0.9555,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,4,10,1.0,0.335,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,4,10,2.0,0.8305,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,4,10,3.0,0.9855,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,4,14,1.0,0.429,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,4,14,2.0,0.9235,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,4,14,3.0,0.998,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,4,21,1.0,0.5935,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,4,21,2.0,0.979,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,4,21,3.0,0.9995,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,6,5,1.0,0.3535,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,6,5,2.0,0.873,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,6,5,3.0,0.994,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,6,7,1.0,0.4625,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,6,7,2.0,0.9525,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,6,7,3.0,0.9995,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,6,10,1.0,0.5885,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,6,10,2.0,0.99,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,6,10,3.0,1.0,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,6,14,1.0,0.728,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,6,14,2.0,0.9985,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,6,14,3.0,1.0,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,6,21,1.0,0.872,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,6,21,2.0,1.0,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,6,21,3.0,1.0,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,8,5,1.0,0.5025,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,8,5,2.0,0.9725,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,8,5,3.0,0.9995,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,8,7,1.0,0.6105,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,8,7,2.0,0.992,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,8,7,3.0,1.0,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,8,10,1.0,0.783,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,8,10,2.0,1.0,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,8,10,3.0,1.0,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,8,14,1.0,0.891,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,8,14,2.0,1.0,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,8,14,3.0,1.0,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,8,21,1.0,0.968,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,8,21,2.0,1.0,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,8,21,3.0,1.0,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,10,5,1.0,0.628,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,10,5,2.0,0.9965,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,10,5,3.0,1.0,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,10,7,1.0,0.758,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,10,7,2.0,0.9995,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,10,7,3.0,1.0,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,10,10,1.0,0.8885,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,10,10,2.0,1.0,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,10,10,3.0,1.0,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,10,14,1.0,0.954,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,10,14,2.0,1.0,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,10,14,3.0,1.0,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,10,21,1.0,0.992,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,10,21,2.0,1.0,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,10,21,3.0,1.0,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,12,5,1.0,0.7065,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,12,5,2.0,0.9985,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,12,5,3.0,1.0,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,12,7,1.0,0.845,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,12,7,2.0,1.0,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,12,7,3.0,1.0,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,12,10,1.0,0.947,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,12,10,2.0,1.0,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,12,10,3.0,1.0,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,12,14,1.0,0.984,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,12,14,2.0,1.0,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,12,14,3.0,1.0,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,12,21,1.0,0.9995,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,12,21,2.0,1.0,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,12,21,3.0,1.0,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,16,5,1.0,0.8345,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,16,5,2.0,1.0,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,16,5,3.0,1.0,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,16,7,1.0,0.94,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,16,7,2.0,1.0,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,16,7,3.0,1.0,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,16,10,1.0,0.9885,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,16,10,2.0,1.0,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,16,10,3.0,1.0,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,16,14,1.0,0.998,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,16,14,2.0,1.0,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,16,14,3.0,1.0,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,16,21,1.0,1.0,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,16,21,2.0,1.0,0.30679174776681073,2.7687328229841817
tb_core,helissen2022,16,21,3.0,1.0,0.30679174776681073,2.7687328229841817
